행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단 (전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단 (전체)
1116054,강서구,등촌3동,1 ,65 ,691 ,202 ,26 ,18 ,34 ,21 ,12 ,2 ,15 ,37 ,36 ,9 
1116054,강서구,등촌3동,1 ,70 ,557 ,182 ,37 ,15 ,8 ,28 ,15 ,1 ,22 ,45 ,24 ,12 
1116054,강서구,등촌3동,1 ,75 ,624 ,299 ,17 ,1 ,28 ,8 ,4 ,1 ,4 ,35 ,27 ,0 
1116054,강서구,등촌3동,2 ,20 ,1219 ,78 ,6 ,7 ,8 ,9 ,19 ,31 ,9 ,5 ,5 ,34 
1116054,강서구,등촌3동,2 ,25 ,1256 ,95 ,8 ,6 ,15 ,8 ,22 ,67 ,11 ,11 ,14 ,20 
1116054,강서구,등촌3동,2 ,30 ,1387 ,214 ,18 ,13 ,28 ,22 ,30 ,77 ,21 ,19 ,21 ,30 
1116054,강서구,등촌3동,2 ,35 ,1093 ,147 ,13 ,14 ,9 ,22 ,23 ,35 ,17 ,11 ,12 ,15 
1116054,강서구,등촌3동,2 ,40 ,1278 ,155 ,13 ,16 ,14 ,23 ,14 ,21 ,19 ,16 ,19 ,27 
1116054,강서구,등촌3동,2 ,45 ,1473 ,176 ,11 ,17 ,13 ,21 ,11 ,21 ,22 ,19 ,10 ,14 
1116054,강서구,등촌3동,2 ,50 ,1713 ,308 ,31 ,34 ,32 ,38 ,19 ,11 ,30 ,38 ,35 ,19 
1116054,강서구,등촌3동,2 ,55 ,1712 ,331 ,38 ,45 ,34 ,55 ,36 ,9 ,42 ,40 ,27 ,47 
1116054,강서구,등촌3동,2 ,60 ,1155 ,246 ,30 ,44 ,25 ,52 ,23 ,5 ,39 ,27 ,12 ,35 
1116054,강서구,등촌3동,2 ,65 ,758 ,254 ,20 ,25 ,32 ,34 ,13 ,1 ,24 ,67 ,40 ,9 
1116054,강서구,등촌3동,2 ,70 ,817 ,288 ,51 ,43 ,10 ,61 ,17 ,1 ,44 ,86 ,40 ,13 
1116054,강서구,등촌3동,2 ,75 ,1416 ,827 ,30 ,4 ,54 ,36 ,11 ,2 ,13 ,142 ,81 ,8 
1116055,강서구,화곡본동,1 ,20 ,1054 ,231 ,30 ,32 ,15 ,27 ,20 ,22 ,28 ,19 ,11 ,20 
1116055,강서구,화곡본동,1 ,25 ,1355 ,362 ,41 ,40 ,37 ,34 ,27 ,52 ,43 ,58 ,65 ,30 
1116055,강서구,화곡본동,1 ,30 ,2074 ,550 ,66 ,43 ,66 ,35 ,30 ,117 ,44 ,73 ,82 ,32 
1116055,강서구,화곡본동,1 ,35 ,1816 ,433 ,44 ,35 ,37 ,25 ,37 ,81 ,42 ,48 ,41 ,22 
1116055,강서구,화곡본동,1 ,40 ,1655 ,297 ,37 ,26 ,36 ,21 ,26 ,37 ,29 ,36 ,44 ,28 
1116055,강서구,화곡본동,1 ,45 ,1285 ,226 ,26 ,18 ,29 ,16 ,25 ,25 ,18 ,28 ,20 ,28 
1116055,강서구,화곡본동,1 ,50 ,1121 ,154 ,20 ,13 ,18 ,13 ,30 ,13 ,15 ,28 ,29 ,30 
1116055,강서구,화곡본동,1 ,55 ,1085 ,152 ,21 ,16 ,17 ,14 ,32 ,9 ,16 ,27 ,13 ,32 
1116055,강서구,화곡본동,1 ,60 ,863 ,124 ,13 ,9 ,15 ,9 ,8 ,6 ,8 ,17 ,6 ,6 
1116055,강서구,화곡본동,1 ,65 ,693 ,121 ,16 ,9 ,18 ,6 ,16 ,2 ,12 ,8 ,14 ,8 
1116055,강서구,화곡본동,1 ,70 ,381 ,65 ,9 ,5 ,2 ,6 ,11 ,1 ,7 ,4 ,5 ,7 
1116055,강서구,화곡본동,1 ,75 ,474 ,123 ,6 ,5 ,15 ,5 ,17 ,1 ,8 ,6 ,11 ,13 
1116055,강서구,화곡본동,2 ,20 ,1117 ,277 ,26 ,28 ,18 ,28 ,18 ,26 ,25 ,22 ,15 ,20 
1116055,강서구,화곡본동,2 ,25 ,1415 ,399 ,28 ,33 ,43 ,32 ,14 ,58 ,31 ,58 ,56 ,15 
1116055,강서구,화곡본동,2 ,30 ,1894 ,473 ,37 ,41 ,42 ,48 ,24 ,84 ,48 ,58 ,52 ,32 
1116055,강서구,화곡본동,2 ,35 ,1736 ,381 ,34 ,49 ,23 ,50 ,25 ,58 ,39 ,44 ,35 ,38 
1116055,강서구,화곡본동,2 ,40 ,1521 ,281 ,27 ,41 ,26 ,45 ,34 ,24 ,36 ,44 ,43 ,36 
1116055,강서구,화곡본동,2 ,45 ,1329 ,239 ,17 ,31 ,23 ,32 ,16 ,20 ,26 ,41 ,17 ,22 
1116055,강서구,화곡본동,2 ,50 ,1306 ,188 ,18 ,18 ,18 ,22 ,23 ,9 ,21 ,28 ,29 ,29 
1116055,강서구,화곡본동,2 ,55 ,1423 ,215 ,17 ,24 ,21 ,26 ,20 ,9 ,19 ,29 ,14 ,20 
1116055,강서구,화곡본동,2 ,60 ,1109 ,169 ,17 ,26 ,14 ,23 ,17 ,5 ,24 ,18 ,10 ,34 
1116055,강서구,화곡본동,2 ,65 ,746 ,151 ,8 ,16 ,17 ,12 ,12 ,2 ,16 ,19 ,19 ,8 
1116055,강서구,화곡본동,2 ,70 ,569 ,123 ,13 ,20 ,1 ,16 ,13 ,1 ,17 ,22 ,7 ,24 
1116055,강서구,화곡본동,2 ,75 ,711 ,237 ,9 ,14 ,8 ,11 ,15 ,1 ,9 ,19 ,21 ,8 
1116057,강서구,화곡2동,1 ,20 ,592 ,63 ,9 ,10 ,6 ,9 ,18 ,10 ,10 ,4 ,3 ,10 
1116057,강서구,화곡2동,1 ,25 ,614 ,69 ,9 ,7 ,8 ,9 ,23 ,20 ,10 ,10 ,9 ,20 
1116057,강서구,화곡2동,1 ,30 ,1034 ,168 ,22 ,20 ,26 ,15 ,41 ,54 ,21 ,28 ,13 ,17 
1116057,강서구,화곡2동,1 ,35 ,953 ,137 ,19 ,16 ,17 ,16 ,22 ,37 ,15 ,15 ,15 ,18 
1116057,강서구,화곡2동,1 ,40 ,946 ,122 ,17 ,13 ,15 ,11 ,22 ,18 ,13 ,14 ,17 ,19 
1116057,강서구,화곡2동,1 ,45 ,750 ,95 ,13 ,11 ,12 ,10 ,21 ,13 ,11 ,9 ,7 ,19 
1116057,강서구,화곡2동,1 ,50 ,663 ,83 ,11 ,9 ,9 ,7 ,23 ,6 ,9 ,9 ,14 ,16 
1116057,강서구,화곡2동,1 ,55 ,644 ,92 ,9 ,7 ,11 ,6 ,6 ,6 ,5 ,12 ,6 ,6 
1116057,강서구,화곡2동,1 ,60 ,524 ,73 ,11 ,9 ,8 ,8 ,15 ,3 ,8 ,8 ,3 ,4 
1116057,강서구,화곡2동,1 ,65 ,429 ,73 ,9 ,6 ,11 ,6 ,9 ,1 ,6 ,4 ,8 ,7 
1116057,강서구,화곡2동,1 ,70 ,270 ,52 ,7 ,7 ,0 ,7 ,7 ,1 ,5 ,5 ,3 ,3 
1116057,강서구,화곡2동,1 ,75 ,331 ,84 ,3 ,5 ,4 ,3 ,11 ,1 ,6 ,1 ,5 ,9 
1116057,강서구,화곡2동,2 ,20 ,560 ,63 ,6 ,6 ,6 ,4 ,5 ,11 ,3 ,3 ,4 ,2 
1116057,강서구,화곡2동,2 ,25 ,696 ,87 ,7 ,7 ,12 ,7 ,18 ,24 ,9 ,10 ,12 ,16 
1116057,강서구,화곡2동,2 ,30 ,956 ,139 ,10 ,11 ,14 ,15 ,10 ,36 ,12 ,15 ,13 ,10 
1116057,강서구,화곡2동,2 ,35 ,914 ,123 ,10 ,22 ,9 ,23 ,16 ,24 ,16 ,14 ,11 ,14 
1116057,강서구,화곡2동,2 ,40 ,917 ,119 ,10 ,18 ,10 ,20 ,10 ,13 ,15 ,16 ,16 ,10 
1116057,강서구,화곡2동,2 ,45 ,787 ,100 ,7 ,11 ,6 ,14 ,13 ,9 ,10 ,11 ,7 ,13 
1116057,강서구,화곡2동,2 ,50 ,754 ,105 ,9 ,13 ,10 ,16 ,19 ,5 ,13 ,14 ,13 ,15 
1116057,강서구,화곡2동,2 ,55 ,804 ,120 ,12 ,17 ,12 ,19 ,17 ,4 ,18 ,12 ,10 ,22 
1116057,강서구,화곡2동,2 ,60 ,612 ,95 ,10 ,14 ,11 ,13 ,10 ,3 ,13 ,12 ,6 ,9 
1116057,강서구,화곡2동,2 ,65 ,500 ,108 ,8 ,12 ,15 ,14 ,11 ,1 ,11 ,16 ,15 ,11 
1116057,강서구,화곡2동,2 ,70 ,314 ,66 ,8 ,13 ,1 ,13 ,14 ,0 ,14 ,8 ,6 ,12 
1116057,강서구,화곡2동,2 ,75 ,352 ,107 ,4 ,8 ,6 ,8 ,8 ,0 ,7 ,5 ,8 ,20 
1116058,강서구,화곡3동,1 ,20 ,779 ,82 ,10 ,11 ,3 ,11 ,25 ,15 ,10 ,8 ,4 ,16 
1116058,강서구,화곡3동,1 ,25 ,909 ,110 ,13 ,11 ,8 ,12 ,32 ,34 ,12 ,15 ,19 ,22 
1116058,강서구,화곡3동,1 ,30 ,949 ,134 ,18 ,14 ,12 ,13 ,29 ,51 ,15 ,14 ,12 ,15 
1116058,강서구,화곡3동,1 ,35 ,817 ,106 ,19 ,10 ,9 ,11 ,30 ,40 ,13 ,7 ,11 ,25 
1116058,강서구,화곡3동,1 ,40 ,815 ,87 ,13 ,8 ,11 ,6 ,15 ,20 ,7 ,9 ,14 ,16 
1116058,강서구,화곡3동,1 ,45 ,745 ,79 ,12 ,8 ,9 ,7 ,29 ,14 ,11 ,9 ,5 ,22 
1116058,강서구,화곡3동,1 ,50 ,900 ,77 ,9 ,5 ,7 ,5 ,28 ,9 ,7 ,9 ,12 ,19 
1116058,강서구,화곡3동,1 ,55 ,1039 ,91 ,10 ,5 ,10 ,5 ,15 ,10 ,6 ,10 ,10 ,9 
1116058,강서구,화곡3동,1 ,60 ,771 ,67 ,9 ,6 ,6 ,7 ,22 ,6 ,8 ,7 ,3 ,20 
1116058,강서구,화곡3동,1 ,65 ,614 ,64 ,6 ,4 ,10 ,3 ,9 ,3 ,5 ,3 ,7 ,6 
1116058,강서구,화곡3동,1 ,70 ,343 ,35 ,5 ,3 ,1 ,4 ,6 ,1 ,5 ,2 ,3 ,6 
1116058,강서구,화곡3동,1 ,75 ,408 ,95 ,4 ,3 ,7 ,2 ,6 ,1 ,3 ,2 ,5 ,3 
1116058,강서구,화곡3동,2 ,20 ,829 ,97 ,13 ,9 ,7 ,9 ,13 ,20 ,10 ,6 ,3 ,20 
1116058,강서구,화곡3동,2 ,25 ,898 ,117 ,11 ,8 ,9 ,10 ,25 ,33 ,11 ,12 ,14 ,16 
1116058,강서구,화곡3동,2 ,30 ,918 ,124 ,9 ,10 ,8 ,10 ,9 ,44 ,10 ,9 ,11 ,5 
1116058,강서구,화곡3동,2 ,35 ,868 ,104 ,10 ,9 ,7 ,13 ,12 ,27 ,11 ,9 ,9 ,12 
1116058,강서구,화곡3동,2 ,40 ,850 ,89 ,9 ,8 ,8 ,10 ,16 ,13 ,9 ,8 ,10 ,11 
1116058,강서구,화곡3동,2 ,45 ,896 ,92 ,5 ,11 ,5 ,9 ,4 ,13 ,7 ,10 ,6 ,6 
1116058,강서구,화곡3동,2 ,50 ,1035 ,83 ,4 ,7 ,5 ,9 ,16 ,8 ,7 ,8 ,12 ,17 
1116058,강서구,화곡3동,2 ,55 ,1168 ,100 ,9 ,8 ,7 ,10 ,11 ,7 ,11 ,8 ,5 ,21 
1116058,강서구,화곡3동,2 ,60 ,827 ,76 ,6 ,11 ,7 ,10 ,8 ,4 ,11 ,5 ,3 ,13 
1116058,강서구,화곡3동,2 ,65 ,610 ,78 ,5 ,6 ,7 ,7 ,11 ,1 ,7 ,7 ,10 ,11 
1116058,강서구,화곡3동,2 ,70 ,436 ,54 ,6 ,10 ,0 ,9 ,11 ,1 ,9 ,4 ,3 ,18 
1116058,강서구,화곡3동,2 ,75 ,587 ,168 ,4 ,6 ,5 ,8 ,19 ,1 ,6 ,7 ,12 ,12 
1116059,강서구,화곡4동,1 ,20 ,777 ,76 ,12 ,10 ,7 ,8 ,19 ,17 ,9 ,6 ,6 ,8 
1116059,강서구,화곡4동,1 ,25 ,799 ,89 ,13 ,11 ,9 ,10 ,32 ,27 ,12 ,12 ,10 ,34 
1116059,강서구,화곡4동,1 ,30 ,1118 ,179 ,21 ,16 ,20 ,17 ,12 ,64 ,21 ,22 ,21 ,15 
1116059,강서구,화곡4동,1 ,35 ,1048 ,172 ,22 ,15 ,16 ,17 ,34 ,50 ,18 ,15 ,21 ,22 
1116059,강서구,화곡4동,1 ,40 ,956 ,136 ,16 ,10 ,17 ,9 ,29 ,21 ,15 ,14 ,20 ,38 
1116059,강서구,화곡4동,1 ,45 ,809 ,113 ,19 ,14 ,12 ,14 ,42 ,16 ,15 ,10 ,9 ,36 
1116059,강서구,화곡4동,1 ,50 ,908 ,134 ,15 ,9 ,15 ,13 ,23 ,9 ,16 ,20 ,28 ,20 
1116059,강서구,화곡4동,1 ,55 ,863 ,138 ,23 ,11 ,20 ,9 ,10 ,7 ,17 ,24 ,13 ,12 
1116059,강서구,화곡4동,1 ,60 ,693 ,113 ,17 ,14 ,13 ,10 ,13 ,4 ,10 ,16 ,5 ,16 
1116059,강서구,화곡4동,1 ,65 ,555 ,96 ,12 ,7 ,15 ,11 ,24 ,2 ,8 ,8 ,16 ,16 
1116059,강서구,화곡4동,1 ,70 ,313 ,52 ,10 ,5 ,1 ,9 ,13 ,1 ,8 ,4 ,4 ,12 
1116059,강서구,화곡4동,1 ,75 ,370 ,106 ,5 ,4 ,6 ,3 ,9 ,1 ,5 ,3 ,9 ,6 
1116059,강서구,화곡4동,2 ,20 ,681 ,72 ,7 ,5 ,5 ,6 ,9 ,15 ,6 ,5 ,4 ,12 
1116059,강서구,화곡4동,2 ,25 ,806 ,99 ,7 ,8 ,10 ,7 ,5 ,34 ,8 ,14 ,14 ,3 
1116059,강서구,화곡4동,2 ,30 ,1065 ,180 ,14 ,19 ,12 ,26 ,27 ,43 ,18 ,23 ,18 ,37 
1116059,강서구,화곡4동,2 ,35 ,944 ,143 ,7 ,18 ,6 ,21 ,8 ,30 ,18 ,17 ,15 ,22 
1116059,강서구,화곡4동,2 ,40 ,901 ,131 ,12 ,18 ,11 ,22 ,21 ,13 ,20 ,19 ,15 ,27 
1116059,강서구,화곡4동,2 ,45 ,912 ,127 ,8 ,16 ,10 ,20 ,20 ,12 ,17 ,15 ,7 ,30 
1116059,강서구,화곡4동,2 ,50 ,958 ,146 ,13 ,16 ,11 ,21 ,23 ,7 ,18 ,20 ,20 ,30 
1116059,강서구,화곡4동,2 ,55 ,1121 ,192 ,19 ,28 ,21 ,31 ,43 ,6 ,30 ,26 ,18 ,46 
1116059,강서구,화곡4동,2 ,60 ,788 ,133 ,16 ,22 ,12 ,24 ,15 ,4 ,22 ,14 ,7 ,22 
1116059,강서구,화곡4동,2 ,65 ,592 ,117 ,11 ,15 ,10 ,17 ,17 ,1 ,12 ,16 ,14 ,16 
1116059,강서구,화곡4동,2 ,70 ,377 ,75 ,11 ,12 ,1 ,18 ,15 ,1 ,14 ,12 ,4 ,21 
1116059,강서구,화곡4동,2 ,75 ,520 ,183 ,5 ,8 ,5 ,10 ,9 ,1 ,10 ,15 ,11 ,15 
1116061,강서구,화곡6동,1 ,20 ,852 ,159 ,14 ,17 ,8 ,21 ,22 ,19 ,17 ,17 ,12 ,14 
1116061,강서구,화곡6동,1 ,25 ,946 ,206 ,23 ,15 ,20 ,19 ,23 ,38 ,23 ,37 ,34 ,30 
1116061,강서구,화곡6동,1 ,30 ,1337 ,393 ,50 ,29 ,39 ,30 ,34 ,86 ,42 ,46 ,48 ,36 
1116061,강서구,화곡6동,1 ,35 ,1097 ,286 ,43 ,22 ,24 ,25 ,36 ,57 ,36 ,29 ,24 ,32 
1116061,강서구,화곡6동,1 ,40 ,972 ,145 ,21 ,9 ,21 ,13 ,23 ,24 ,17 ,19 ,24 ,24 
1116061,강서구,화곡6동,1 ,45 ,882 ,118 ,14 ,5 ,9 ,9 ,15 ,18 ,11 ,11 ,13 ,19 
1116061,강서구,화곡6동,1 ,50 ,942 ,97 ,13 ,4 ,8 ,7 ,19 ,11 ,9 ,13 ,20 ,13 
1116061,강서구,화곡6동,1 ,55 ,1049 ,111 ,12 ,4 ,11 ,5 ,16 ,11 ,6 ,14 ,12 ,18 
1116061,강서구,화곡6동,1 ,60 ,764 ,76 ,8 ,4 ,7 ,5 ,9 ,6 ,5 ,7 ,4 ,8 
1116061,강서구,화곡6동,1 ,65 ,522 ,53 ,3 ,1 ,8 ,2 ,6 ,2 ,2 ,1 ,8 ,4 
1116061,강서구,화곡6동,1 ,70 ,342 ,36 ,4 ,1 ,0 ,2 ,7 ,1 ,3 ,2 ,4 ,3 
1116061,강서구,화곡6동,1 ,75 ,333 ,95 ,2 ,0 ,9 ,2 ,1 ,1 ,2 ,3 ,6 ,1 
1116061,강서구,화곡6동,2 ,20 ,842 ,179 ,12 ,11 ,14 ,11 ,5 ,24 ,13 ,13 ,14 ,8 
1116061,강서구,화곡6동,2 ,25 ,1065 ,256 ,17 ,10 ,26 ,12 ,10 ,49 ,14 ,28 ,23 ,13 
1116061,강서구,화곡6동,2 ,30 ,1236 ,343 ,27 ,18 ,24 ,30 ,24 ,64 ,29 ,25 ,28 ,26 
1116061,강서구,화곡6동,2 ,35 ,997 ,250 ,20 ,19 ,14 ,26 ,12 ,35 ,22 ,24 ,27 ,12 
1116061,강서구,화곡6동,2 ,40 ,927 ,133 ,12 ,11 ,9 ,16 ,15 ,17 ,13 ,17 ,17 ,13 
1116061,강서구,화곡6동,2 ,45 ,994 ,136 ,9 ,12 ,8 ,16 ,18 ,17 ,15 ,15 ,11 ,18 
1116061,강서구,화곡6동,2 ,50 ,1113 ,114 ,11 ,8 ,6 ,12 ,12 ,8 ,10 ,14 ,14 ,24 
1116061,강서구,화곡6동,2 ,55 ,1140 ,118 ,12 ,8 ,10 ,13 ,22 ,7 ,15 ,15 ,11 ,22 
1116061,강서구,화곡6동,2 ,60 ,862 ,98 ,9 ,11 ,6 ,13 ,13 ,5 ,12 ,7 ,5 ,20 
1116061,강서구,화곡6동,2 ,65 ,548 ,69 ,5 ,2 ,5 ,7 ,5 ,2 ,7 ,7 ,8 ,5 
1116061,강서구,화곡6동,2 ,70 ,429 ,57 ,6 ,4 ,1 ,7 ,3 ,1 ,7 ,7 ,4 ,5 
1116061,강서구,화곡6동,2 ,75 ,452 ,154 ,5 ,2 ,4 ,6 ,6 ,1 ,5 ,7 ,9 ,1 
1116063,강서구,화곡8동,1 ,20 ,754 ,128 ,24 ,26 ,8 ,20 ,25 ,14 ,24 ,9 ,10 ,29 
1116063,강서구,화곡8동,1 ,25 ,944 ,181 ,21 ,27 ,16 ,16 ,26 ,27 ,24 ,33 ,29 ,19 
1116063,강서구,화곡8동,1 ,30 ,1466 ,306 ,40 ,41 ,35 ,30 ,55 ,69 ,44 ,32 ,35 ,40 
1116063,강서구,화곡8동,1 ,35 ,1370 ,249 ,32 ,33 ,15 ,25 ,42 ,47 ,28 ,27 ,27 ,45 
1116063,강서구,화곡8동,1 ,40 ,1160 ,152 ,25 ,20 ,15 ,15 ,30 ,20 ,18 ,17 ,21 ,32 
1116063,강서구,화곡8동,1 ,45 ,888 ,113 ,17 ,17 ,11 ,15 ,38 ,15 ,15 ,9 ,7 ,35 
1116063,강서구,화곡8동,1 ,50 ,865 ,92 ,17 ,11 ,7 ,10 ,31 ,7 ,12 ,11 ,16 ,28 
1116063,강서구,화곡8동,1 ,55 ,934 ,117 ,12 ,11 ,14 ,11 ,16 ,7 ,10 ,19 ,11 ,10 
1116063,강서구,화곡8동,1 ,60 ,730 ,93 ,12 ,10 ,13 ,9 ,11 ,4 ,10 ,13 ,6 ,11 
1116063,강서구,화곡8동,1 ,65 ,691 ,103 ,13 ,8 ,21 ,6 ,7 ,2 ,8 ,6 ,8 ,7 
1116063,강서구,화곡8동,1 ,70 ,364 ,58 ,14 ,10 ,1 ,8 ,12 ,1 ,10 ,5 ,5 ,12 
1116063,강서구,화곡8동,1 ,75 ,447 ,126 ,6 ,8 ,12 ,4 ,25 ,1 ,9 ,4 ,7 ,17 
1116063,강서구,화곡8동,2 ,20 ,754 ,142 ,14 ,17 ,10 ,15 ,3 ,15 ,12 ,13 ,9 ,3 
1116063,강서구,화곡8동,2 ,25 ,1038 ,217 ,16 ,20 ,26 ,19 ,13 ,36 ,21 ,30 ,34 ,15 
1116063,강서구,화곡8동,2 ,30 ,1429 ,277 ,20 ,30 ,20 ,28 ,26 ,55 ,30 ,37 ,25 ,36 
1116063,강서구,화곡8동,2 ,35 ,1273 ,222 ,16 ,36 ,12 ,39 ,20 ,30 ,27 ,24 ,23 ,32 
1116063,강서구,화곡8동,2 ,40 ,1042 ,135 ,13 ,21 ,10 ,22 ,30 ,14 ,19 ,16 ,21 ,32 
1116063,강서구,화곡8동,2 ,45 ,967 ,122 ,10 ,22 ,7 ,22 ,25 ,11 ,19 ,13 ,10 ,33 
1116063,강서구,화곡8동,2 ,50 ,1061 ,123 ,14 ,14 ,12 ,13 ,27 ,7 ,14 ,18 ,18 ,16 
1116063,강서구,화곡8동,2 ,55 ,1132 ,139 ,12 ,20 ,14 ,20 ,23 ,6 ,19 ,16 ,12 ,45 
1116063,강서구,화곡8동,2 ,60 ,951 ,121 ,12 ,23 ,10 ,18 ,8 ,4 ,19 ,11 ,7 ,14 
1116063,강서구,화곡8동,2 ,65 ,715 ,140 ,11 ,27 ,19 ,18 ,12 ,1 ,17 ,21 ,18 ,24 
1116063,강서구,화곡8동,2 ,70 ,460 ,83 ,13 ,19 ,2 ,23 ,16 ,1 ,23 ,15 ,8 ,27 
1116063,강서구,화곡8동,2 ,75 ,530 ,174 ,8 ,13 ,7 ,13 ,17 ,1 ,11 ,7 ,8 ,22 
1116064,강서구,가양1동,1 ,20 ,758 ,398 ,53 ,33 ,44 ,32 ,16 ,22 ,48 ,30 ,30 ,16 
1116064,강서구,가양1동,1 ,25 ,887 ,511 ,52 ,38 ,65 ,49 ,27 ,52 ,50 ,57 ,73 ,24 
1116064,강서구,가양1동,1 ,30 ,1131 ,1252 ,146 ,47 ,186 ,72 ,14 ,99 ,120 ,132 ,162 ,14 
1116064,강서구,가양1동,1 ,35 ,1039 ,840 ,132 ,29 ,79 ,48 ,14 ,71 ,89 ,56 ,81 ,19 
1116064,강서구,가양1동,1 ,40 ,931 ,293 ,54 ,18 ,43 ,21 ,19 ,30 ,40 ,26 ,50 ,9 
1116064,강서구,가양1동,1 ,45 ,809 ,259 ,40 ,13 ,41 ,14 ,8 ,26 ,28 ,27 ,26 ,5 
1116064,강서구,가양1동,1 ,50 ,915 ,95 ,13 ,3 ,12 ,5 ,19 ,12 ,10 ,11 ,17 ,6 
1116064,강서구,가양1동,1 ,55 ,992 ,100 ,12 ,4 ,11 ,4 ,19 ,12 ,10 ,7 ,9 ,13 
1116064,강서구,가양1동,1 ,60 ,628 ,66 ,7 ,2 ,6 ,3 ,3 ,6 ,4 ,6 ,3 ,1 
1116064,강서구,가양1동,1 ,65 ,417 ,50 ,5 ,1 ,11 ,1 ,4 ,2 ,2 ,2 ,7 ,1 
1116064,강서구,가양1동,1 ,70 ,258 ,30 ,4 ,1 ,1 ,1 ,2 ,1 ,2 ,0 ,2 ,1 
1116064,강서구,가양1동,1 ,75 ,262 ,65 ,2 ,0 ,7 ,0 ,1 ,1 ,1 ,1 ,4 ,0 
1116064,강서구,가양1동,2 ,20 ,777 ,441 ,32 ,15 ,50 ,18 ,2 ,30 ,27 ,30 ,35 ,3 
1116064,강서구,가양1동,2 ,25 ,1066 ,1143 ,59 ,31 ,169 ,34 ,2 ,73 ,69 ,129 ,165 ,4 
1116064,강서구,가양1동,2 ,30 ,1212 ,1196 ,86 ,31 ,146 ,49 ,8 ,90 ,105 ,117 ,106 ,14 
1116064,강서구,가양1동,2 ,35 ,979 ,691 ,67 ,31 ,63 ,37 ,8 ,49 ,55 ,70 ,68 ,11 
1116064,강서구,가양1동,2 ,40 ,868 ,278 ,29 ,18 ,27 ,19 ,12 ,21 ,27 ,31 ,31 ,11 
1116064,강서구,가양1동,2 ,45 ,981 ,255 ,23 ,15 ,18 ,15 ,14 ,20 ,25 ,29 ,23 ,4 
1116064,강서구,가양1동,2 ,50 ,1058 ,107 ,12 ,5 ,10 ,6 ,17 ,10 ,10 ,9 ,11 ,15 
1116064,강서구,가양1동,2 ,55 ,1003 ,101 ,10 ,4 ,6 ,4 ,14 ,8 ,9 ,8 ,9 ,10 
1116064,강서구,가양1동,2 ,60 ,571 ,72 ,6 ,3 ,5 ,3 ,3 ,4 ,5 ,4 ,3 ,2 
1116064,강서구,가양1동,2 ,65 ,389 ,58 ,3 ,2 ,7 ,1 ,2 ,1 ,3 ,6 ,7 ,1 
1116064,강서구,가양1동,2 ,70 ,323 ,50 ,6 ,2 ,0 ,3 ,3 ,1 ,4 ,6 ,4 ,3 
1116064,강서구,가양1동,2 ,75 ,402 ,132 ,4 ,0 ,6 ,1 ,3 ,1 ,3 ,8 ,7 ,2 
1116065,강서구,가양2동,1 ,20 ,576 ,141 ,15 ,20 ,12 ,25 ,21 ,14 ,19 ,8 ,9 ,25 
1116065,강서구,가양2동,1 ,25 ,768 ,201 ,32 ,24 ,15 ,32 ,23 ,27 ,30 ,28 ,30 ,22 
1116065,강서구,가양2동,1 ,30 ,869 ,231 ,29 ,18 ,30 ,20 ,22 ,66 ,28 ,17 ,22 ,16 
1116065,강서구,가양2동,1 ,35 ,591 ,140 ,22 ,12 ,10 ,14 ,17 ,32 ,16 ,13 ,12 ,23 
1116065,강서구,가양2동,1 ,40 ,430 ,92 ,13 ,7 ,13 ,7 ,6 ,11 ,8 ,9 ,16 ,8 
1116065,강서구,가양2동,1 ,45 ,419 ,86 ,16 ,6 ,8 ,7 ,12 ,10 ,11 ,9 ,8 ,8 
1116065,강서구,가양2동,1 ,50 ,678 ,142 ,23 ,15 ,16 ,19 ,20 ,7 ,21 ,20 ,31 ,12 
1116065,강서구,가양2동,1 ,55 ,914 ,222 ,35 ,31 ,31 ,27 ,20 ,8 ,27 ,35 ,29 ,3 
1116065,강서구,가양2동,1 ,60 ,712 ,182 ,32 ,26 ,30 ,26 ,7 ,5 ,17 ,33 ,13 ,5 
1116065,강서구,가양2동,1 ,65 ,451 ,149 ,22 ,13 ,29 ,16 ,5 ,2 ,13 ,23 ,27 ,4 
1116065,강서구,가양2동,1 ,70 ,281 ,94 ,15 ,7 ,2 ,9 ,4 ,1 ,7 ,15 ,8 ,4 
1116065,강서구,가양2동,1 ,75 ,342 ,158 ,7 ,3 ,17 ,7 ,5 ,1 ,6 ,14 ,13 ,3 
1116065,강서구,가양2동,2 ,20 ,581 ,156 ,19 ,10 ,15 ,12 ,0 ,14 ,8 ,13 ,5 ,3 
1116065,강서구,가양2동,2 ,25 ,781 ,227 ,22 ,12 ,25 ,17 ,3 ,32 ,18 ,22 ,29 ,16 
1116065,강서구,가양2동,2 ,30 ,766 ,189 ,15 ,12 ,16 ,16 ,7 ,43 ,12 ,14 ,19 ,7 
1116065,강서구,가양2동,2 ,35 ,509 ,115 ,10 ,11 ,8 ,12 ,15 ,18 ,12 ,11 ,8 ,21 
