행정동코드,자치구,행정동명,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단 (전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단 (전체)
1107061,중랑구,중화1동,1 ,75 ,348 ,96 ,3 ,3 ,8 ,3 ,6 ,1 ,6 ,2 ,7 ,1 
1107061,중랑구,중화1동,2 ,20 ,690 ,89 ,7 ,12 ,7 ,6 ,4 ,14 ,5 ,7 ,7 ,4 
1107061,중랑구,중화1동,2 ,25 ,735 ,107 ,7 ,8 ,10 ,8 ,13 ,28 ,10 ,11 ,20 ,13 
1107061,중랑구,중화1동,2 ,30 ,935 ,126 ,10 ,12 ,8 ,13 ,11 ,43 ,13 ,9 ,18 ,8 
1107061,중랑구,중화1동,2 ,35 ,763 ,93 ,9 ,16 ,5 ,20 ,24 ,20 ,11 ,10 ,10 ,23 
1107061,중랑구,중화1동,2 ,40 ,732 ,95 ,9 ,14 ,8 ,15 ,21 ,11 ,11 ,12 ,13 ,18 
1107061,중랑구,중화1동,2 ,45 ,795 ,103 ,7 ,17 ,11 ,16 ,15 ,11 ,14 ,14 ,9 ,18 
1107061,중랑구,중화1동,2 ,50 ,983 ,102 ,10 ,13 ,13 ,13 ,12 ,7 ,12 ,14 ,14 ,9 
1107061,중랑구,중화1동,2 ,55 ,939 ,95 ,9 ,14 ,11 ,14 ,24 ,5 ,14 ,8 ,7 ,24 
1107061,중랑구,중화1동,2 ,60 ,709 ,74 ,7 ,12 ,7 ,12 ,22 ,3 ,11 ,4 ,4 ,27 
1107061,중랑구,중화1동,2 ,65 ,502 ,88 ,4 ,11 ,14 ,10 ,12 ,1 ,10 ,13 ,13 ,21 
1107061,중랑구,중화1동,2 ,70 ,408 ,67 ,6 ,13 ,1 ,11 ,13 ,0 ,10 ,8 ,3 ,16 
1107061,중랑구,중화1동,2 ,75 ,477 ,154 ,8 ,11 ,9 ,11 ,13 ,1 ,8 ,8 ,9 ,16 
1107062,중랑구,중화2동,1 ,20 ,974 ,171 ,16 ,24 ,11 ,22 ,17 ,18 ,16 ,12 ,12 ,11 
1107062,중랑구,중화2동,1 ,25 ,1057 ,193 ,24 ,24 ,17 ,22 ,23 ,32 ,27 ,33 ,27 ,36 
1107062,중랑구,중화2동,1 ,30 ,1195 ,328 ,37 ,46 ,33 ,39 ,46 ,56 ,40 ,45 ,38 ,59 
1107062,중랑구,중화2동,1 ,35 ,1078 ,262 ,44 ,31 ,26 ,27 ,26 ,44 ,34 ,34 ,29 ,39 
1107062,중랑구,중화2동,1 ,40 ,1127 ,269 ,30 ,32 ,40 ,28 ,34 ,22 ,31 ,43 ,42 ,34 
1107062,중랑구,중화2동,1 ,45 ,1284 ,304 ,47 ,46 ,39 ,40 ,54 ,22 ,46 ,41 ,27 ,57 
1107062,중랑구,중화2동,1 ,50 ,1502 ,415 ,67 ,57 ,56 ,53 ,67 ,11 ,56 ,98 ,64 ,69 
1107062,중랑구,중화2동,1 ,55 ,1400 ,391 ,56 ,47 ,54 ,40 ,31 ,10 ,47 ,77 ,35 ,28 
1107062,중랑구,중화2동,1 ,60 ,961 ,295 ,48 ,42 ,49 ,41 ,26 ,5 ,36 ,64 ,13 ,22 
1107062,중랑구,중화2동,1 ,65 ,714 ,210 ,28 ,23 ,41 ,22 ,16 ,2 ,20 ,27 ,27 ,21 
1107062,중랑구,중화2동,1 ,70 ,456 ,133 ,27 ,21 ,3 ,15 ,20 ,1 ,18 ,14 ,13 ,13 
1107062,중랑구,중화2동,1 ,75 ,632 ,251 ,9 ,22 ,18 ,10 ,11 ,1 ,14 ,17 ,21 ,18 
1107062,중랑구,중화2동,2 ,20 ,926 ,172 ,13 ,21 ,12 ,16 ,13 ,20 ,13 ,18 ,9 ,18 
1107062,중랑구,중화2동,2 ,25 ,975 ,198 ,11 ,22 ,18 ,21 ,9 ,30 ,15 ,32 ,30 ,8 
1107062,중랑구,중화2동,2 ,30 ,1034 ,267 ,18 ,24 ,19 ,21 ,14 ,40 ,22 ,28 ,37 ,5 
1107062,중랑구,중화2동,2 ,35 ,886 ,211 ,14 ,32 ,15 ,30 ,14 ,27 ,18 ,25 ,30 ,8 
1107062,중랑구,중화2동,2 ,40 ,979 ,237 ,23 ,37 ,32 ,34 ,19 ,16 ,33 ,38 ,39 ,25 
1107062,중랑구,중화2동,2 ,45 ,1200 ,279 ,31 ,46 ,36 ,41 ,49 ,17 ,47 ,34 ,21 ,45 
1107062,중랑구,중화2동,2 ,50 ,1411 ,372 ,43 ,58 ,44 ,63 ,46 ,10 ,54 ,52 ,61 ,65 
1107062,중랑구,중화2동,2 ,55 ,1381 ,399 ,52 ,63 ,55 ,60 ,37 ,8 ,55 ,64 ,31 ,48 
1107062,중랑구,중화2동,2 ,60 ,986 ,290 ,34 ,53 ,45 ,52 ,21 ,5 ,43 ,36 ,13 ,29 
1107062,중랑구,중화2동,2 ,65 ,758 ,248 ,21 ,38 ,49 ,25 ,16 ,1 ,19 ,46 ,32 ,16 
1107062,중랑구,중화2동,2 ,70 ,624 ,195 ,34 ,49 ,3 ,45 ,28 ,1 ,41 ,31 ,9 ,34 
1107062,중랑구,중화2동,2 ,75 ,833 ,368 ,13 ,31 ,19 ,16 ,15 ,2 ,19 ,22 ,21 ,45 
1107064,중랑구,묵1동,1 ,20 ,1128 ,142 ,19 ,19 ,6 ,21 ,20 ,16 ,19 ,8 ,8 ,16 
1107064,중랑구,묵1동,1 ,25 ,1150 ,165 ,19 ,17 ,13 ,17 ,41 ,34 ,20 ,20 ,24 ,32 
1107064,중랑구,묵1동,1 ,30 ,1430 ,229 ,31 ,27 ,26 ,19 ,39 ,77 ,23 ,32 ,35 ,44 
1107064,중랑구,묵1동,1 ,35 ,1345 ,194 ,26 ,15 ,20 ,14 ,38 ,60 ,21 ,18 ,19 ,23 
1107064,중랑구,묵1동,1 ,40 ,1430 ,133 ,17 ,10 ,16 ,10 ,35 ,31 ,12 ,12 ,19 ,32 
1107064,중랑구,묵1동,1 ,45 ,1337 ,114 ,11 ,6 ,10 ,6 ,21 ,25 ,7 ,9 ,7 ,19 
1107064,중랑구,묵1동,1 ,50 ,1313 ,111 ,13 ,6 ,10 ,6 ,28 ,14 ,9 ,11 ,23 ,24 
1107064,중랑구,묵1동,1 ,55 ,1306 ,112 ,12 ,6 ,11 ,6 ,28 ,12 ,6 ,10 ,9 ,23 
1107064,중랑구,묵1동,1 ,60 ,995 ,86 ,11 ,7 ,8 ,7 ,18 ,7 ,7 ,9 ,3 ,13 
1107064,중랑구,묵1동,1 ,65 ,748 ,86 ,8 ,5 ,18 ,3 ,5 ,3 ,4 ,4 ,8 ,3 
1107064,중랑구,묵1동,1 ,70 ,480 ,59 ,7 ,5 ,1 ,5 ,12 ,1 ,6 ,3 ,4 ,13 
1107064,중랑구,묵1동,1 ,75 ,644 ,173 ,6 ,8 ,16 ,5 ,14 ,2 ,9 ,3 ,7 ,10 
1107064,중랑구,묵1동,2 ,20 ,1145 ,169 ,12 ,19 ,14 ,14 ,13 ,24 ,14 ,9 ,7 ,18 
1107064,중랑구,묵1동,2 ,25 ,1216 ,198 ,16 ,15 ,21 ,18 ,19 ,44 ,18 ,27 ,25 ,16 
1107064,중랑구,묵1동,2 ,30 ,1400 ,219 ,13 ,16 ,22 ,15 ,9 ,61 ,17 ,20 ,28 ,6 
1107064,중랑구,묵1동,2 ,35 ,1309 ,174 ,12 ,24 ,7 ,30 ,23 ,36 ,16 ,15 ,15 ,21 
1107064,중랑구,묵1동,2 ,40 ,1482 ,134 ,8 ,15 ,12 ,17 ,23 ,24 ,12 ,14 ,20 ,25 
1107064,중랑구,묵1동,2 ,45 ,1387 ,122 ,10 ,15 ,10 ,15 ,34 ,19 ,14 ,12 ,9 ,23 
1107064,중랑구,묵1동,2 ,50 ,1444 ,128 ,8 ,13 ,7 ,13 ,17 ,10 ,11 ,11 ,16 ,21 
1107064,중랑구,묵1동,2 ,55 ,1429 ,133 ,11 ,14 ,13 ,14 ,21 ,9 ,13 ,11 ,14 ,15 
1107064,중랑구,묵1동,2 ,60 ,1079 ,109 ,12 ,18 ,9 ,17 ,23 ,5 ,14 ,8 ,4 ,18 
1107064,중랑구,묵1동,2 ,65 ,779 ,107 ,7 ,11 ,14 ,7 ,6 ,1 ,9 ,10 ,10 ,9 
1107064,중랑구,묵1동,2 ,70 ,587 ,86 ,14 ,18 ,1 ,14 ,17 ,1 ,16 ,10 ,5 ,17 
1107064,중랑구,묵1동,2 ,75 ,861 ,281 ,13 ,14 ,12 ,7 ,17 ,1 ,11 ,12 ,16 ,20 
1107065,중랑구,묵2동,1 ,20 ,631 ,128 ,22 ,12 ,9 ,11 ,4 ,15 ,16 ,8 ,11 ,9 
1107065,중랑구,묵2동,1 ,25 ,677 ,156 ,18 ,13 ,20 ,10 ,11 ,26 ,18 ,26 ,26 ,6 
1107065,중랑구,묵2동,1 ,30 ,922 ,263 ,26 ,19 ,42 ,18 ,19 ,58 ,23 ,35 ,41 ,22 
1107065,중랑구,묵2동,1 ,35 ,809 ,201 ,27 ,19 ,27 ,17 ,9 ,36 ,20 ,18 ,23 ,18 
1107065,중랑구,묵2동,1 ,40 ,773 ,126 ,16 ,10 ,17 ,7 ,13 ,19 ,11 ,16 ,20 ,14 
1107065,중랑구,묵2동,1 ,45 ,727 ,119 ,16 ,7 ,23 ,7 ,7 ,17 ,10 ,14 ,9 ,11 
1107065,중랑구,묵2동,1 ,50 ,751 ,102 ,11 ,6 ,14 ,6 ,9 ,9 ,8 ,15 ,19 ,9 
1107065,중랑구,묵2동,1 ,55 ,786 ,113 ,11 ,6 ,19 ,6 ,9 ,8 ,7 ,17 ,12 ,5 
1107065,중랑구,묵2동,1 ,60 ,618 ,101 ,16 ,9 ,14 ,8 ,7 ,4 ,9 ,15 ,4 ,9 
1107065,중랑구,묵2동,1 ,65 ,479 ,80 ,7 ,6 ,16 ,5 ,12 ,2 ,7 ,5 ,10 ,9 
1107065,중랑구,묵2동,1 ,70 ,301 ,54 ,7 ,4 ,2 ,4 ,5 ,1 ,5 ,5 ,3 ,6 
1107065,중랑구,묵2동,1 ,75 ,356 ,126 ,3 ,5 ,16 ,2 ,5 ,1 ,3 ,6 ,14 ,6 
1107065,중랑구,묵2동,2 ,20 ,655 ,149 ,16 ,15 ,14 ,13 ,6 ,18 ,13 ,11 ,9 ,6 
1107065,중랑구,묵2동,2 ,25 ,751 ,186 ,8 ,6 ,26 ,9 ,2 ,32 ,9 ,25 ,30 ,7 
1107065,중랑구,묵2동,2 ,30 ,790 ,177 ,13 ,10 ,20 ,13 ,4 ,42 ,14 ,16 ,17 ,2 
1107065,중랑구,묵2동,2 ,35 ,731 ,144 ,12 ,14 ,15 ,16 ,12 ,25 ,15 ,14 ,13 ,6 
1107065,중랑구,묵2동,2 ,40 ,738 ,121 ,7 ,11 ,16 ,12 ,11 ,14 ,12 ,15 ,17 ,11 
1107065,중랑구,묵2동,2 ,45 ,730 ,120 ,11 ,14 ,15 ,13 ,10 ,11 ,12 ,19 ,7 ,17 
1107065,중랑구,묵2동,2 ,50 ,823 ,117 ,13 ,10 ,18 ,10 ,10 ,7 ,13 ,15 ,15 ,10 
1107065,중랑구,묵2동,2 ,55 ,876 ,135 ,11 ,16 ,19 ,14 ,12 ,6 ,14 ,16 ,12 ,17 
1107065,중랑구,묵2동,2 ,60 ,704 ,103 ,9 ,13 ,13 ,13 ,3 ,4 ,12 ,8 ,5 ,12 
1107065,중랑구,묵2동,2 ,65 ,506 ,109 ,10 ,10 ,19 ,11 ,13 ,1 ,10 ,15 ,13 ,13 
1107065,중랑구,묵2동,2 ,70 ,396 ,85 ,14 ,10 ,2 ,11 ,10 ,1 ,14 ,14 ,6 ,6 
1107065,중랑구,묵2동,2 ,75 ,518 ,205 ,9 ,10 ,14 ,6 ,8 ,1 ,10 ,13 ,14 ,13 
1107068,중랑구,망우3동,1 ,20 ,608 ,65 ,11 ,18 ,2 ,16 ,46 ,7 ,13 ,6 ,3 ,15 
1107068,중랑구,망우3동,1 ,25 ,628 ,76 ,11 ,14 ,6 ,12 ,37 ,17 ,13 ,15 ,13 ,40 
1107068,중랑구,망우3동,1 ,30 ,716 ,115 ,14 ,15 ,11 ,14 ,25 ,31 ,15 ,17 ,18 ,21 
1107068,중랑구,망우3동,1 ,35 ,658 ,89 ,10 ,8 ,6 ,9 ,9 ,22 ,10 ,9 ,7 ,6 
1107068,중랑구,망우3동,1 ,40 ,705 ,115 ,12 ,18 ,14 ,8 ,5 ,13 ,12 ,15 ,13 ,5 
1107068,중랑구,망우3동,1 ,45 ,806 ,124 ,17 ,20 ,12 ,15 ,36 ,13 ,14 ,15 ,6 ,19 
1107068,중랑구,망우3동,1 ,50 ,890 ,174 ,25 ,23 ,18 ,19 ,32 ,7 ,20 ,25 ,25 ,23 
1107068,중랑구,망우3동,1 ,55 ,774 ,161 ,16 ,18 ,18 ,14 ,22 ,5 ,15 ,29 ,13 ,17 
1107068,중랑구,망우3동,1 ,60 ,543 ,123 ,19 ,19 ,17 ,15 ,9 ,2 ,17 ,20 ,6 ,10 
1107068,중랑구,망우3동,1 ,65 ,456 ,126 ,12 ,17 ,22 ,15 ,5 ,1 ,10 ,16 ,18 ,6 
1107068,중랑구,망우3동,1 ,70 ,256 ,71 ,13 ,17 ,0 ,13 ,9 ,0 ,8 ,9 ,5 ,4 
1107068,중랑구,망우3동,1 ,75 ,353 ,118 ,6 ,9 ,5 ,8 ,9 ,1 ,7 ,6 ,12 ,9 
1107068,중랑구,망우3동,2 ,20 ,633 ,71 ,5 ,12 ,2 ,8 ,9 ,9 ,7 ,7 ,4 ,17 
1107068,중랑구,망우3동,2 ,25 ,569 ,72 ,6 ,6 ,3 ,7 ,9 ,15 ,8 ,10 ,9 ,3 
1107068,중랑구,망우3동,2 ,30 ,650 ,96 ,9 ,17 ,8 ,16 ,8 ,24 ,11 ,11 ,13 ,19 
1107068,중랑구,망우3동,2 ,35 ,579 ,78 ,7 ,14 ,5 ,13 ,7 ,16 ,10 ,13 ,9 ,7 
1107068,중랑구,망우3동,2 ,40 ,707 ,114 ,7 ,19 ,6 ,20 ,18 ,7 ,11 ,17 ,15 ,23 
1107068,중랑구,망우3동,2 ,45 ,830 ,138 ,13 ,38 ,9 ,32 ,22 ,8 ,26 ,19 ,8 ,22 
1107068,중랑구,망우3동,2 ,50 ,823 ,160 ,16 ,25 ,17 ,23 ,5 ,5 ,18 ,25 ,21 ,5 
1107068,중랑구,망우3동,2 ,55 ,721 ,162 ,14 ,28 ,20 ,29 ,9 ,3 ,25 ,22 ,14 ,24 
1107068,중랑구,망우3동,2 ,60 ,601 ,132 ,18 ,34 ,17 ,27 ,13 ,2 ,29 ,12 ,6 ,25 
1107068,중랑구,망우3동,2 ,65 ,453 ,146 ,10 ,28 ,22 ,24 ,3 ,1 ,17 ,32 ,24 ,12 
1107068,중랑구,망우3동,2 ,70 ,364 ,111 ,15 ,31 ,0 ,34 ,14 ,0 ,29 ,21 ,8 ,20 
1107068,중랑구,망우3동,2 ,75 ,549 ,199 ,7 ,28 ,9 ,16 ,16 ,0 ,10 ,16 ,17 ,26 
1107069,중랑구,신내1동,1 ,20 ,1443 ,66 ,11 ,9 ,5 ,8 ,19 ,31 ,9 ,3 ,4 ,37 
1107069,중랑구,신내1동,1 ,25 ,1192 ,58 ,7 ,4 ,5 ,7 ,42 ,37 ,8 ,6 ,7 ,36 
1107069,중랑구,신내1동,1 ,30 ,1386 ,80 ,10 ,7 ,11 ,9 ,24 ,86 ,9 ,7 ,8 ,24 
1107069,중랑구,신내1동,1 ,35 ,1610 ,83 ,12 ,5 ,11 ,7 ,48 ,77 ,8 ,7 ,8 ,45 
1107069,중랑구,신내1동,1 ,40 ,1522 ,83 ,10 ,4 ,10 ,7 ,37 ,36 ,8 ,8 ,11 ,25 
1107069,중랑구,신내1동,1 ,45 ,1423 ,77 ,8 ,2 ,9 ,3 ,15 ,31 ,5 ,5 ,6 ,13 
1107069,중랑구,신내1동,1 ,50 ,1584 ,123 ,12 ,3 ,16 ,6 ,25 ,18 ,8 ,11 ,21 ,20 
1107069,중랑구,신내1동,1 ,55 ,1532 ,123 ,11 ,5 ,15 ,6 ,16 ,16 ,9 ,13 ,8 ,16 
1107069,중랑구,신내1동,1 ,60 ,1113 ,92 ,11 ,5 ,11 ,5 ,13 ,9 ,5 ,7 ,3 ,15 
1107069,중랑구,신내1동,1 ,65 ,773 ,107 ,10 ,3 ,27 ,4 ,3 ,3 ,5 ,5 ,12 ,4 
1107069,중랑구,신내1동,1 ,70 ,561 ,76 ,12 ,2 ,2 ,5 ,4 ,1 ,7 ,4 ,3 ,4 
1107069,중랑구,신내1동,1 ,75 ,657 ,158 ,7 ,1 ,19 ,2 ,3 ,2 ,5 ,5 ,7 ,0 
1107069,중랑구,신내1동,2 ,20 ,1355 ,69 ,5 ,5 ,5 ,5 ,6 ,29 ,5 ,4 ,3 ,19 
1107069,중랑구,신내1동,2 ,25 ,1190 ,73 ,6 ,3 ,7 ,6 ,18 ,42 ,7 ,7 ,8 ,21 
1107069,중랑구,신내1동,2 ,30 ,1520 ,79 ,7 ,4 ,9 ,8 ,10 ,73 ,7 ,7 ,6 ,23 
1107069,중랑구,신내1동,2 ,35 ,1589 ,79 ,5 ,6 ,4 ,8 ,14 ,53 ,7 ,7 ,6 ,23 
1107069,중랑구,신내1동,2 ,40 ,1517 ,88 ,6 ,4 ,7 ,10 ,19 ,26 ,8 ,8 ,10 ,19 
1107069,중랑구,신내1동,2 ,45 ,1655 ,81 ,5 ,3 ,4 ,8 ,16 ,25 ,6 ,8 ,6 ,27 
1107069,중랑구,신내1동,2 ,50 ,1730 ,123 ,6 ,6 ,9 ,9 ,18 ,14 ,8 ,11 ,16 ,16 
1107069,중랑구,신내1동,2 ,55 ,1634 ,129 ,10 ,6 ,14 ,13 ,14 ,12 ,12 ,7 ,9 ,16 
1107069,중랑구,신내1동,2 ,60 ,1103 ,97 ,9 ,6 ,10 ,12 ,12 ,6 ,11 ,5 ,5 ,12 
1107069,중랑구,신내1동,2 ,65 ,835 ,141 ,13 ,4 ,28 ,12 ,5 ,2 ,14 ,17 ,16 ,1 
1107069,중랑구,신내1동,2 ,70 ,735 ,125 ,11 ,5 ,5 ,17 ,11 ,1 ,18 ,16 ,9 ,9 
1107069,중랑구,신내1동,2 ,75 ,1068 ,319 ,8 ,3 ,22 ,9 ,6 ,2 ,9 ,25 ,18 ,4 
1107070,중랑구,신내2동,1 ,20 ,790 ,46 ,8 ,7 ,4 ,8 ,33 ,17 ,7 ,1 ,2 ,33 
1107070,중랑구,신내2동,1 ,25 ,706 ,39 ,4 ,4 ,4 ,5 ,22 ,19 ,5 ,5 ,5 ,19 
1107070,중랑구,신내2동,1 ,30 ,972 ,100 ,10 ,8 ,17 ,11 ,34 ,60 ,12 ,11 ,11 ,15 
1107070,중랑구,신내2동,1 ,35 ,1054 ,98 ,16 ,10 ,12 ,10 ,44 ,50 ,14 ,8 ,10 ,28 
1107070,중랑구,신내2동,1 ,40 ,998 ,78 ,12 ,6 ,13 ,7 ,16 ,21 ,8 ,7 ,10 ,11 
1107070,중랑구,신내2동,1 ,45 ,993 ,72 ,9 ,3 ,12 ,4 ,15 ,24 ,6 ,5 ,7 ,13 
1107070,중랑구,신내2동,1 ,50 ,952 ,92 ,13 ,6 ,12 ,10 ,32 ,13 ,10 ,7 ,16 ,13 
1107070,중랑구,신내2동,1 ,55 ,970 ,104 ,13 ,7 ,14 ,7 ,16 ,9 ,7 ,11 ,10 ,11 
1107070,중랑구,신내2동,1 ,60 ,774 ,96 ,12 ,9 ,13 ,9 ,9 ,6 ,9 ,12 ,4 ,9 
1107070,중랑구,신내2동,1 ,65 ,487 ,78 ,9 ,3 ,16 ,6 ,10 ,2 ,6 ,6 ,8 ,11 
1107070,중랑구,신내2동,1 ,70 ,362 ,64 ,10 ,3 ,2 ,7 ,5 ,1 ,8 ,4 ,5 ,3 
1107070,중랑구,신내2동,1 ,75 ,395 ,175 ,10 ,1 ,17 ,6 ,3 ,1 ,6 ,9 ,11 ,1 
1107070,중랑구,신내2동,2 ,20 ,704 ,41 ,4 ,4 ,3 ,4 ,7 ,16 ,2 ,2 ,3 ,10 
1107070,중랑구,신내2동,2 ,25 ,728 ,43 ,4 ,3 ,6 ,4 ,13 ,28 ,6 ,4 ,5 ,19 
1107070,중랑구,신내2동,2 ,30 ,1005 ,100 ,7 ,7 ,12 ,11 ,10 ,45 ,10 ,7 ,10 ,6 
1107070,중랑구,신내2동,2 ,35 ,1059 ,85 ,5 ,7 ,8 ,11 ,34 ,37 ,9 ,6 ,9 ,32 
1107070,중랑구,신내2동,2 ,40 ,1011 ,73 ,4 ,6 ,6 ,11 ,16 ,17 ,7 ,7 ,7 ,13 
1107070,중랑구,신내2동,2 ,45 ,1065 ,78 ,5 ,5 ,6 ,9 ,14 ,15 ,7 ,7 ,4 ,12 
1107070,중랑구,신내2동,2 ,50 ,1056 ,117 ,8 ,8 ,12 ,14 ,11 ,8 ,13 ,9 ,17 ,18 
1107070,중랑구,신내2동,2 ,55 ,1123 ,133 ,13 ,12 ,17 ,15 ,8 ,7 ,14 ,10 ,9 ,21 
1107070,중랑구,신내2동,2 ,60 ,757 ,96 ,11 ,9 ,13 ,18 ,13 ,4 ,14 ,7 ,4 ,18 
1107070,중랑구,신내2동,2 ,65 ,518 ,106 ,9 ,6 ,20 ,12 ,5 ,1 ,8 ,16 ,12 ,1 
1107070,중랑구,신내2동,2 ,70 ,495 ,103 ,13 ,12 ,1 ,19 ,19 ,1 ,17 ,19 ,6 ,19 
1107070,중랑구,신내2동,2 ,75 ,737 ,360 ,13 ,3 ,13 ,15 ,8 ,1 ,13 ,32 ,21 ,2 
1107071,중랑구,면목본동,1 ,20 ,1243 ,220 ,35 ,54 ,8 ,47 ,68 ,19 ,36 ,15 ,19 ,40 
1107071,중랑구,면목본동,1 ,25 ,1401 ,290 ,37 ,52 ,27 ,46 ,70 ,43 ,45 ,42 ,40 ,57 
1107071,중랑구,면목본동,1 ,30 ,1734 ,447 ,52 ,59 ,60 ,48 ,57 ,80 ,52 ,64 ,58 ,42 
1107071,중랑구,면목본동,1 ,35 ,1475 ,338 ,40 ,53 ,26 ,39 ,46 ,54 ,40 ,37 ,44 ,43 
1107071,중랑구,면목본동,1 ,40 ,1417 ,290 ,39 ,39 ,44 ,32 ,41 ,25 ,34 ,46 ,43 ,45 
1107071,중랑구,면목본동,1 ,45 ,1566 ,315 ,38 ,59 ,35 ,41 ,39 ,24 ,38 ,31 ,24 ,50 
1107071,중랑구,면목본동,1 ,50 ,1576 ,313 ,56 ,37 ,43 ,38 ,56 ,11 ,46 ,57 ,50 ,43 
1107071,중랑구,면목본동,1 ,55 ,1466 ,299 ,44 ,47 ,38 ,42 ,51 ,9 ,42 ,58 ,22 ,42 
1107071,중랑구,면목본동,1 ,60 ,1077 ,231 ,31 ,32 ,31 ,29 ,21 ,6 ,29 ,34 ,8 ,23 
1107071,중랑구,면목본동,1 ,65 ,764 ,164 ,17 ,20 ,26 ,21 ,16 ,1 ,20 ,18 ,21 ,16 
1107071,중랑구,면목본동,1 ,70 ,536 ,110 ,22 ,19 ,3 ,18 ,19 ,1 ,19 ,10 ,8 ,33 
1107071,중랑구,면목본동,1 ,75 ,655 ,218 ,8 ,16 ,15 ,10 ,36 ,1 ,12 ,8 ,16 ,28 
1107071,중랑구,면목본동,2 ,20 ,1287 ,255 ,29 ,37 ,19 ,30 ,23 ,24 ,24 ,15 ,15 ,34 
1107071,중랑구,면목본동,2 ,25 ,1422 ,320 ,30 ,30 ,28 ,34 ,37 ,50 ,36 ,39 ,58 ,36 
1107071,중랑구,면목본동,2 ,30 ,1485 ,358 ,30 ,45 ,32 ,45 ,28 ,57 ,35 ,43 ,52 ,19 
1107071,중랑구,면목본동,2 ,35 ,1259 ,278 ,23 ,62 ,17 ,56 ,29 ,35 ,46 ,42 ,36 ,45 
1107071,중랑구,면목본동,2 ,40 ,1410 ,291 ,23 ,63 ,22 ,64 ,24 ,17 ,46 ,46 ,36 ,45 
1107071,중랑구,면목본동,2 ,45 ,1556 ,312 ,23 ,66 ,23 ,57 ,40 ,16 ,38 ,39 ,19 ,42 
1107071,중랑구,면목본동,2 ,50 ,1564 ,327 ,37 ,66 ,35 ,61 ,46 ,9 ,64 ,56 ,42 ,41 
1107071,중랑구,면목본동,2 ,55 ,1503 ,311 ,37 ,59 ,37 ,63 ,35 ,7 ,57 ,43 ,25 ,50 
1107071,중랑구,면목본동,2 ,60 ,1171 ,248 ,24 ,51 ,22 ,53 ,39 ,5 ,40 ,30 ,12 ,34 
1107071,중랑구,면목본동,2 ,65 ,936 ,236 ,22 ,42 ,46 ,39 ,21 ,1 ,32 ,47 ,35 ,34 
1107071,중랑구,면목본동,2 ,70 ,712 ,166 ,27 ,45 ,1 ,50 ,39 ,1 ,42 ,28 ,12 ,59 
1107071,중랑구,면목본동,2 ,75 ,882 ,337 ,11 ,31 ,18 ,27 ,20 ,1 ,19 ,23 ,21 ,51 
1107072,중랑구,면목3·8동,1 ,20 ,1082 ,170 ,26 ,37 ,12 ,31 ,28 ,17 ,24 ,11 ,21 ,22 
1107072,중랑구,면목3·8동,1 ,25 ,1066 ,176 ,17 ,23 ,19 ,27 ,35 ,32 ,27 ,25 ,28 ,50 
1107072,중랑구,면목3·8동,1 ,30 ,1259 ,317 ,30 ,29 ,47 ,30 ,35 ,70 ,31 ,38 ,39 ,38 
1107072,중랑구,면목3·8동,1 ,35 ,1050 ,235 ,33 ,33 ,25 ,31 ,55 ,41 ,31 ,28 ,23 ,42 
1107072,중랑구,면목3·8동,1 ,40 ,1095 ,207 ,27 ,25 ,24 ,25 ,28 ,20 ,24 ,23 ,25 ,23 
1107072,중랑구,면목3·8동,1 ,45 ,1167 ,219 ,26 ,34 ,22 ,26 ,40 ,21 ,32 ,23 ,15 ,37 
1107072,중랑구,면목3·8동,1 ,50 ,1229 ,237 ,31 ,33 ,29 ,29 ,28 ,9 ,27 ,48 ,37 ,38 
1107072,중랑구,면목3·8동,1 ,55 ,1198 ,223 ,37 ,26 ,27 ,25 ,42 ,8 ,24 ,33 ,21 ,36 
1107072,중랑구,면목3·8동,1 ,60 ,888 ,166 ,22 ,26 ,19 ,29 ,29 ,4 ,26 ,17 ,8 ,23 
1107072,중랑구,면목3·8동,1 ,65 ,680 ,137 ,15 ,15 ,31 ,14 ,9 ,2 ,11 ,11 ,15 ,12 
1107072,중랑구,면목3·8동,1 ,70 ,425 ,86 ,16 ,17 ,2 ,13 ,11 ,1 ,14 ,8 ,6 ,14 
1107072,중랑구,면목3·8동,1 ,75 ,560 ,195 ,5 ,10 ,20 ,6 ,18 ,1 ,9 ,6 ,8 ,21 
1107072,중랑구,면목3·8동,2 ,20 ,1022 ,173 ,13 ,29 ,15 ,21 ,9 ,18 ,16 ,17 ,8 ,17 
1107072,중랑구,면목3·8동,2 ,25 ,1023 ,195 ,22 ,20 ,23 ,23 ,30 ,36 ,27 ,26 ,29 ,30 
1107072,중랑구,면목3·8동,2 ,30 ,1151 ,272 ,20 ,38 ,25 ,34 ,23 ,45 ,32 ,30 ,42 ,29 
1107072,중랑구,면목3·8동,2 ,35 ,886 ,183 ,11 ,31 ,13 ,30 ,23 ,26 ,19 ,20 ,17 ,23 
1107072,중랑구,면목3·8동,2 ,40 ,1028 ,197 ,14 ,31 ,15 ,29 ,22 ,15 ,22 ,25 ,30 ,25 
